date,ISM Man. PMI,New Orders,Production,Employment,Supplier Deliveries,Inventories,New Export Orders,Imports,Prices,Customers Inventories,Backlog of Orders
2021-10-01,60.7,60.6,58.6,52.3,75.6,56.5,54.6,49.1,85.7,31.7,63.6
2021-11-01,60.8,60.9,60.5,54.0,72.3,56.5,54.0,52.6,82.4,25.1,61.9
2021-12-01,58.3,60.8,58.1,52.8,65.0,54.7,53.6,53.8,68.2,31.7,62.8
2022-01-01,57.4,58.7,57.4,53.0,64.6,53.3,53.7,55.1,76.1,33.0,56.4
2022-02-01,58.1,59.7,58.1,52.4,66.1,54.0,57.1,55.4,75.6,31.8,65.0
2022-03-01,57.2,54.0,55.1,56.5,65.4,54.8,53.2,51.8,87.1,34.1,60.0
2022-04-01,55.3,53.4,53.7,50.1,67.2,52.2,52.7,51.4,84.6,37.1,56.0
2022-05-01,55.9,56.0,54.0,48.8,65.7,55.2,52.9,48.7,82.2,32.7,58.7
2022-06-01,53.5,50.0,54.9,48.9,57.3,56.3,50.7,50.7,78.5,35.2,53.2
2022-07-01,52.9,48.5,53.7,50.7,55.2,56.5,52.6,54.4,60.0,39.5,51.3
2022-08-01,53.0,50.5,51.0,54.2,55.1,54.2,49.4,52.5,52.5,38.9,53.0
2022-09-01,51.1,47.4,50.9,49.6,52.4,55.3,47.8,52.6,51.7,41.6,50.9
2022-10-01,50.3,49.2,51.9,50.3,46.8,53.4,46.5,50.8,46.6,41.6,45.3
2022-11-01,49.0,46.4,51.2,49.3,47.2,50.7,48.4,46.6,43.0,48.7,40.0
2022-12-01,48.0,44.9,48.5,50.2,45.1,51.4,46.2,45.1,39.4,48.2,41.4
2023-01-01,47.3,42.7,48.1,49.9,45.6,50.3,49.4,47.8,44.5,47.4,43.4
2023-02-01,47.5,45.7,47.4,49.1,45.2,50.1,49.9,49.9,51.3,46.9,45.1
2023-03-01,46.3,44.0,47.5,47.9,44.8,47.3,47.6,47.9,49.2,48.9,43.9
2023-04-01,46.7,45.3,48.1,49.1,44.6,46.4,49.8,49.9,53.2,51.3,43.1
2023-05-01,46.4,43.4,50.0,49.7,43.5,45.4,50.0,47.3,44.2,51.4,37.5
2023-06-01,46.3,45.6,47.4,48.4,45.7,44.5,47.3,49.3,41.8,46.2,38.7
2023-07-01,46.7,47.2,49.0,45.2,46.1,46.0,46.2,49.6,42.6,48.7,42.8
2023-08-01,47.9,47.3,50.6,48.5,48.6,44.6,46.5,48.0,48.4,48.7,44.1
2023-09-01,48.9,49.0,51.8,51.7,46.4,45.6,47.4,48.2,43.8,47.1,42.4
2023-10-01,47.3,46.8,50.5,47.3,47.7,44.1,49.4,47.9,45.1,48.6,42.2
2023-11-01,46.9,48.0,49.3,46.2,46.2,44.6,46.0,46.2,49.9,50.8,39.3
2023-12-01,46.9,46.7,49.5,47.6,47.0,43.7,49.9,46.4,45.2,48.1,45.3
2024-01-01,48.9,52.0,50.2,47.2,49.1,46.0,45.2,50.1,52.9,43.7,44.7
2024-02-01,47.6,48.1,48.4,46.1,50.1,45.5,51.6,53.0,52.5,45.8,46.3
2024-03-01,49.8,50.3,53.7,47.5,49.9,47.6,51.6,53.0,55.8,44.0,46.3
2024-04-01,48.8,48.7,50.7,48.2,48.9,47.6,48.7,51.9,60.9,47.8,45.4
2024-05-01,48.5,46.3,49.6,50.4,48.9,47.4,50.6,51.1,57.0,48.3,42.4
2024-06-01,48.3,48.9,48.7,48.4,49.8,45.5,48.8,48.5,52.1,47.4,41.7
2024-07-01,47.0,47.6,46.6,43.6,52.6,44.6,49.0,48.6,52.9,45.8,41.7
2024-08-01,47.5,45.6,45.6,45.8,50.5,50.2,48.6,49.6,54.0,48.4,43.6
2024-09-01,47.5,46.7,49.4,44.6,52.2,44.7,45.3,48.3,48.3,50.0,44.1
2024-10-01,46.9,47.9,47.0,44.8,52.0,43.2,45.5,48.3,54.8,46.8,42.3
2024-11-01,48.4,50.3,47.5,48.1,48.7,47.7,48.7,47.6,50.3,48.4,41.8
2024-12-01,49.2,52.1,49.9,45.4,50.1,48.4,50.0,49.7,52.5,46.7,45.9
