date,ISM Man. PMI,New Orders,Production,Employment,Supplier Deliveries,Inventories,New Export Orders,Imports,Prices,Customers Inventories,Backlog of Orders
1999-01-01,50.6,52.4,55.6,45.5,51.0,42.7,50.0,50.5,33.7,44.0,38.0
1999-02-01,51.7,55.0,56.0,45.8,50.8,43.5,53.3,54.6,35.2,43.0,48.5
1999-03-01,52.4,55.9,55.7,47.6,52.3,43.7,50.1,52.8,42.5,43.5,52.0
1999-04-01,52.3,54.0,57.2,48.8,49.5,46.8,51.1,51.6,47.4,45.0,53.0
1999-05-01,54.3,57.8,58.5,51.1,52.1,43.6,50.9,53.1,51.2,45.5,55.5
1999-06-01,55.8,59.4,61.6,51.3,52.6,44.7,52.4,52.2,54.2,43.5,54.5
1999-07-01,53.6,54.6,58.1,50.4,54.0,44.9,51.1,54.1,55.5,45.0,50.5
1999-08-01,54.8,57.5,58.3,53.1,51.4,46.2,54.4,53.7,60.6,45.5,52.5
1999-09-01,57.0,63.5,59.9,51.3,55.8,43.8,55.8,54.2,65.8,43.5,54.5
1999-10-01,57.2,61.3,59.7,53.0,56.2,48.0,54.9,54.3,68.8,44.5,54.0
1999-11-01,58.1,63.1,60.2,53.1,56.8,49.7,55.8,52.7,68.1,48.5,58.5
1999-12-01,57.8,60.3,60.6,55.7,56.7,49.0,55.0,52.0,67.4,48.5,50.0
2000-01-01,56.7,60.4,57.8,52.8,55.0,52.8,53.4,52.9,72.4,46.5,52.0
2000-02-01,55.8,58.7,59.1,53.6,54.4,44.9,54.2,53.0,71.6,48.0,54.0
2000-03-01,54.9,56.2,59.5,51.2,54.3,47.5,54.8,53.5,78.7,48.0,51.0
2000-04-01,54.7,55.4,58.1,53.2,55.4,46.1,51.5,53.8,71.2,47.0,51.0
2000-05-01,53.2,51.5,56.4,53.0,55.4,46.9,56.4,54.2,65.7,50.5,49.0
2000-06-01,51.4,50.0,53.4,50.7,54.5,47.0,52.8,55.7,62.9,47.0,48.5
2000-07-01,52.5,52.0,53.7,52.5,53.9,48.5,51.7,50.8,63.4,49.5,45.0
2000-08-01,49.9,50.0,49.7,48.8,53.5,47.1,50.8,52.2,58.1,50.5,49.0
2000-09-01,49.7,48.9,51.5,50.6,49.6,45.9,50.7,48.9,58.4,48.5,47.0
2000-10-01,48.7,48.4,49.3,48.2,51.1,45.9,48.7,52.4,57.7,50.5,41.0
2000-11-01,48.5,49.1,50.1,47.1,50.3,42.8,48.6,53.2,58.1,51.5,42.0
2000-12-01,43.9,42.1,42.9,42.7,52.8,40.4,49.5,51.2,59.8,51.0,36.0
2001-01-01,42.3,38.4,39.2,42.3,49.8,41.8,46.7,49.1,64.6,56.0,32.5
2001-02-01,42.1,39.9,38.6,37.8,50.2,44.2,46.8,47.5,55.6,52.5,37.0
2001-03-01,43.1,41.5,42.6,39.9,47.7,43.7,50.3,48.8,49.9,52.0,43.5
2001-04-01,42.7,45.5,43.1,38.2,47.2,39.7,47.5,47.2,48.0,50.0,43.5
2001-05-01,41.3,44.9,43.1,35.1,45.4,38.2,45.3,46.9,45.1,51.0,40.0
2001-06-01,43.2,47.8,45.3,35.7,47.1,39.9,45.2,47.0,42.8,48.0,42.0
2001-07-01,43.5,49.2,47.0,37.2,46.8,37.1,48.4,47.2,39.9,45.0,42.5
2001-08-01,46.3,54.3,51.8,41.3,46.7,37.6,52.0,50.0,35.0,48.5,44.5
2001-09-01,46.2,51.3,51.8,41.5,47.5,38.9,46.9,49.7,36.6,48.5,43.0
2001-10-01,40.8,38.9,41.8,35.6,49.5,38.3,44.3,47.6,33.3,44.5,36.0
2001-11-01,44.1,49.1,46.9,36.4,49.1,38.9,50.0,49.5,32.0,44.5,38.5
2001-12-01,45.3,51.4,49.2,39.1,49.3,37.6,47.6,50.2,33.2,44.0,39.5
2002-01-01,47.5,55.2,51.1,41.0,51.2,39.2,50.1,51.3,43.9,43.5,44.5
2002-02-01,50.7,60.7,58.1,43.8,51.4,39.7,50.7,52.4,41.5,41.5,53.0
2002-03-01,52.4,63.8,58.3,46.6,51.9,41.4,50.6,53.9,51.9,40.0,62.5
2002-04-01,52.4,59.9,59.1,46.6,53.5,43.0,51.9,55.5,60.3,40.5,56.0
2002-05-01,53.1,61.8,59.4,47.3,53.4,43.8,53.3,53.9,63.0,39.0,56.5
2002-06-01,53.6,61.2,61.1,48.3,54.4,43.2,54.1,53.8,65.5,44.5,53.5
2002-07-01,50.2,51.9,56.6,45.0,54.8,42.7,52.2,53.2,68.3,42.5,45.5
2002-08-01,50.3,50.6,54.9,46.8,53.6,45.4,53.4,52.6,61.5,42.5,45.0
2002-09-01,50.5,52.9,53.5,45.8,56.7,43.8,53.8,54.7,62.5,40.5,44.5
2002-10-01,49.0,52.1,51.3,46.4,53.4,42.0,53.0,51.2,58.3,42.5,43.5
2002-11-01,48.5,49.9,52.7,44.8,52.1,43.1,50.0,52.4,55.7,46.5,42.5
2002-12-01,51.6,58.7,53.9,47.5,52.9,45.2,52.0,55.1,56.9,43.0,46.5
2003-01-01,51.3,58.2,54.1,47.4,52.8,44.2,54.4,58.6,57.5,42.5,45.0
2003-02-01,48.8,51.9,53.6,42.6,52.8,43.0,55.2,54.6,65.5,46.0,49.0
2003-03-01,46.3,47.2,47.0,42.2,52.6,42.3,51.3,53.3,70.0,42.0,41.5
2003-04-01,46.1,47.2,48.5,41.8,49.9,43.1,50.8,54.8,63.5,44.5,47.5
2003-05-01,49.0,53.4,52.9,42.4,50.6,45.7,51.7,52.2,51.5,45.0,51.0
2003-06-01,49.0,53.6,54.1,45.6,49.8,42.0,54.6,55.9,56.5,45.5,50.0
2003-07-01,51.0,56.8,53.9,46.3,51.5,46.3,54.4,54.9,53.0,42.5,51.0
2003-08-01,53.2,61.1,61.8,47.1,53.0,43.1,56.4,55.2,53.0,43.0,51.5
2003-09-01,52.4,60.8,57.8,46.5,53.4,43.4,54.5,61.4,56.0,44.5,52.5
2003-10-01,55.2,64.4,62.8,48.6,54.6,45.6,59.5,59.2,58.5,39.0,53.5
2003-11-01,58.4,69.1,66.6,50.4,56.4,49.7,57.1,61.4,64.0,39.5,59.0
2003-12-01,60.1,71.3,70.0,54.1,59.3,45.9,59.3,57.8,66.0,39.0,61.0
2004-01-01,60.8,70.6,69.3,54.7,61.5,47.9,57.2,59.2,75.5,40.0,60.5
2004-02-01,59.9,66.5,65.6,55.7,62.9,49.0,55.1,59.9,81.5,38.5,62.0
2004-03-01,60.6,64.6,66.8,57.0,66.7,48.0,60.2,57.1,86.0,39.5,63.5
2004-04-01,60.6,67.1,66.6,57.2,66.7,45.2,59.9,58.7,88.0,40.5,66.5
2004-05-01,61.4,64.5,65.3,60.1,68.3,48.8,60.0,58.8,86.0,37.0,63.0
2004-06-01,60.5,60.9,63.7,59.4,67.1,51.3,57.3,57.5,81.0,39.0,58.5
2004-07-01,59.9,62.8,63.8,57.4,64.5,50.8,56.7,58.8,77.0,37.5,58.0
2004-08-01,58.5,62.1,59.3,56.4,62.8,52.1,55.8,58.3,81.5,45.5,55.0
2004-09-01,57.4,57.7,59.8,58.0,59.8,51.6,53.5,58.2,76.0,41.5,55.0
2004-10-01,56.3,58.4,59.3,55.5,59.2,49.3,56.7,59.2,78.5,43.5,49.0
2004-11-01,56.2,60.1,57.3,56.9,56.8,49.7,54.5,58.8,74.0,43.5,47.5
2004-12-01,57.2,66.3,57.9,53.8,55.3,52.8,59.1,60.8,72.0,44.0,54.0
2005-01-01,56.8,57.9,59.3,58.6,54.7,53.5,56.5,61.1,69.0,44.5,50.5
2005-02-01,55.5,55.9,58.2,56.0,56.5,51.0,56.5,60.7,65.5,42.5,50.5
2005-03-01,55.2,57.7,57.5,52.5,53.5,55.0,55.1,58.9,73.0,46.0,56.0
2005-04-01,52.2,53.4,54.2,53.0,51.8,48.5,57.0,56.7,71.0,41.5,53.0
2005-05-01,50.8,51.8,54.7,49.3,49.8,48.5,55.3,53.9,58.0,47.5,51.0
2005-06-01,52.4,55.7,55.1,51.1,52.0,48.0,51.2,54.2,50.5,44.0,51.0
2005-07-01,52.8,57.2,57.4,53.2,50.8,45.5,55.8,54.7,48.5,44.5,49.0
2005-08-01,52.4,57.8,55.6,51.8,49.9,47.0,54.5,53.4,62.5,46.5,50.5
2005-09-01,56.8,60.9,62.4,53.4,57.7,49.5,57.3,53.4,78.0,44.5,55.0
2005-10-01,57.2,61.4,62.1,54.3,61.8,46.5,55.2,58.2,84.0,41.0,55.5
2005-11-01,56.7,61.2,62.4,56.0,57.0,47.0,57.9,54.1,74.0,43.5,53.0
2005-12-01,55.1,60.1,60.3,53.7,54.9,46.5,54.3,52.8,63.0,48.0,49.5
2006-01-01,55.0,58.9,59.7,53.1,55.7,47.5,58.5,57.0,65.0,46.0,53.5
2006-02-01,55.8,61.0,57.9,53.5,54.4,52.0,57.0,57.5,62.5,48.5,54.5
2006-03-01,54.3,57.0,57.0,53.8,53.9,50.0,57.3,57.0,66.5,48.0,59.5
2006-04-01,55.2,55.7,57.1,54.2,57.4,51.5,53.4,59.0,71.5,46.5,57.0
2006-05-01,53.7,54.9,56.0,53.2,56.1,48.5,55.7,56.5,77.0,44.0,53.0
2006-06-01,52.0,55.0,53.4,49.9,54.0,47.5,55.4,56.5,76.5,45.5,54.0
2006-07-01,53.0,55.8,56.9,50.7,53.5,48.0,51.9,57.5,78.5,44.5,50.5
2006-08-01,53.7,55.3,55.2,52.6,54.2,51.0,55.7,54.0,73.0,46.0,51.5
2006-09-01,52.2,54.8,56.2,49.9,52.9,47.0,55.3,56.0,61.0,49.0,46.5
2006-10-01,51.4,54.1,54.3,49.6,51.3,47.5,57.8,57.0,47.0,52.0,44.5
2006-11-01,50.3,50.8,50.7,49.2,53.1,47.5,56.9,56.5,53.5,50.5,46.5
2006-12-01,51.4,51.4,52.7,49.8,55.7,47.5,54.3,55.5,47.5,50.5,45.0
2007-01-01,50.4,55.5,49.0,52.1,54.7,40.5,53.4,53.3,53.6,49.2,46.0
2007-02-01,54.1,59.1,54.1,54.7,53.3,49.4,53.4,61.1,62.5,51.4,56.5
2007-03-01,52.8,56.0,54.3,52.8,52.2,48.8,56.7,57.5,65.5,47.1,49.6
2007-04-01,52.7,57.1,55.9,52.7,51.1,46.5,56.7,58.3,73.0,44.6,54.1
2007-05-01,53.1,57.0,59.0,51.1,51.0,47.6,60.2,57.5,72.6,48.6,53.7
2007-06-01,54.0,58.4,59.3,55.7,49.1,47.5,54.4,56.0,67.1,47.5,53.5
2007-07-01,51.8,57.5,54.3,50.4,49.9,46.8,58.1,56.2,67.4,49.8,54.5
2007-08-01,52.2,56.1,55.2,50.7,50.8,48.1,56.1,54.0,62.9,50.7,51.5
2007-09-01,53.8,59.4,60.8,53.9,50.3,44.7,55.6,54.1,60.4,51.1,50.2
2007-10-01,52.8,55.8,52.3,53.5,52.1,50.6,58.9,50.9,63.9,52.5,50.4
2007-11-01,51.5,53.1,52.3,53.2,52.8,46.3,59.6,44.9,72.0,49.5,41.7
2007-12-01,50.1,49.9,52.0,51.1,53.6,44.1,53.9,48.6,65.7,49.8,43.7
2008-01-01,50.9,49.5,50.7,49.6,53.1,51.3,56.9,53.3,76.2,48.9,46.0
2008-02-01,48.8,50.5,49.4,47.3,50.7,45.9,57.1,47.9,75.7,50.3,46.9
2008-03-01,49.7,49.2,48.9,52.2,52.6,45.8,57.2,45.7,83.1,50.7,46.3
2008-04-01,48.5,46.2,49.0,45.4,53.9,48.3,58.4,49.2,83.9,44.1,52.3
2008-05-01,48.9,47.9,50.6,45.0,54.3,47.0,60.6,48.2,88.1,47.2,45.6
2008-06-01,49.9,49.5,50.0,45.0,55.8,49.2,60.2,46.0,91.4,55.7,47.9
2008-07-01,50.8,48.4,52.8,54.7,54.8,43.3,55.4,45.7,90.4,46.2,44.0
2008-08-01,50.1,48.6,52.7,50.2,50.1,48.7,56.8,51.1,76.5,52.5,48.2
2008-09-01,47.2,45.1,49.0,45.4,52.0,44.4,53.6,45.2,55.1,52.4,38.7
2008-10-01,38.2,32.0,34.8,33.0,48.4,42.7,40.7,40.1,39.8,55.8,30.6
2008-11-01,39.0,34.5,35.2,36.8,49.4,39.0,40.4,36.4,28.4,54.3,27.7
2008-12-01,34.5,25.9,28.1,32.5,46.9,38.9,34.7,38.0,17.1,54.0,23.4
2009-01-01,36.4,32.5,32.3,30.5,46.6,39.8,38.5,34.5,29.0,51.4,32.2
2009-02-01,36.6,32.7,38.4,28.0,46.3,37.7,38.8,35.3,29.9,50.9,33.6
2009-03-01,37.2,41.3,36.5,30.5,43.2,34.4,39.4,32.1,31.6,50.9,37.6
2009-04-01,39.9,46.0,36.7,33.5,47.0,36.1,42.9,42.5,31.4,49.9,40.9
2009-05-01,44.1,51.0,48.3,35.3,51.3,34.5,46.4,38.5,45.0,43.6,46.1
2009-06-01,46.3,49.0,54.6,45.0,49.5,33.5,49.1,46.5,47.9,44.8,48.6
2009-07-01,49.7,56.6,58.8,47.1,52.0,34.2,48.3,48.2,52.8,42.2,49.4
2009-08-01,53.4,64.1,62.2,47.5,54.6,38.6,55.1,48.2,62.3,38.8,50.9
2009-09-01,54.9,64.7,62.1,48.6,57.6,41.6,55.6,51.2,63.3,34.9,52.6
2009-10-01,57.6,57.7,64.4,53.5,60.7,51.7,57.2,49.5,64.3,40.0,50.5
2009-11-01,55.4,64.2,63.4,51.2,57.1,41.0,53.9,50.3,55.4,39.3,51.8
2009-12-01,55.8,63.8,60.1,52.6,58.6,43.8,54.1,51.0,63.8,32.5,50.1
2010-01-01,56.3,59.9,62.8,55.2,57.2,46.3,57.0,55.5,68.0,35.1,53.2
2010-02-01,55.5,57.7,57.0,55.7,56.8,50.2,56.3,55.5,65.1,35.2,58.8
2010-03-01,58.8,60.1,57.3,55.8,64.0,56.8,59.8,55.9,75.2,39.5,54.7
2010-04-01,58.1,64.0,62.3,54.8,59.6,49.9,61.9,56.9,78.0,35.0,57.0
2010-05-01,57.4,61.3,62.1,57.9,58.1,47.8,58.5,55.6,77.0,33.2,56.3
2010-06-01,56.5,58.6,63.0,56.8,56.6,47.3,58.2,58.2,54.9,35.8,57.6
2010-07-01,56.1,54.7,56.1,58.6,61.0,49.8,53.8,53.0,55.6,39.2,54.0
2010-08-01,56.4,54.0,56.3,61.2,57.4,52.8,56.0,55.2,61.8,43.9,51.5
2010-09-01,55.3,51.9,57.3,58.0,52.9,56.4,54.2,53.8,69.8,43.0,44.4
2010-10-01,56.9,57.8,61.5,57.5,51.4,56.1,58.1,48.7,73.8,43.5,45.1
2010-11-01,57.3,58.3,55.7,60.2,58.8,53.4,55.7,50.6,69.0,44.8,48.7
2010-12-01,56.6,59.6,62.5,56.7,54.5,49.7,51.8,48.4,73.3,39.0,46.3
2011-01-01,59.1,64.5,65.3,61.6,54.6,49.8,62.1,51.4,79.6,47.1,57.1
2011-02-01,59.2,64.2,63.8,62.3,58.4,47.4,63.0,54.0,80.2,41.5,55.6
2011-03-01,58.4,61.3,61.9,60.5,59.9,48.3,56.4,50.4,82.3,41.2,52.8
2011-04-01,57.9,61.1,59.0,59.2,59.4,50.9,63.8,53.4,82.6,41.1,59.2
2011-05-01,54.8,54.6,54.8,58.1,56.6,49.9,56.4,55.1,77.9,39.8,50.1
2011-06-01,55.8,54.6,54.5,62.1,56.0,51.7,53.8,50.9,70.3,44.2,52.5
2011-07-01,52.9,56.9,54.6,53.2,52.8,46.9,54.4,51.3,59.1,40.4,49.8
2011-08-01,52.6,52.9,51.4,51.8,53.2,53.9,52.4,55.1,57.5,46.9,46.3
2011-09-01,53.7,51.8,54.7,56.6,51.8,53.5,55.0,53.1,57.0,50.2,43.7
2011-10-01,51.4,52.0,52.3,53.0,51.4,48.4,50.4,48.2,41.4,43.4,48.0
2011-11-01,51.8,54.9,56.6,51.3,51.4,45.0,51.6,49.5,48.1,47.1,46.8
2011-12-01,53.0,55.4,60.9,54.9,48.5,45.0,51.8,53.8,45.4,42.7,48.2
2012-01-01,54.2,60.0,58.1,52.9,50.3,49.7,54.7,51.4,53.5,43.7,52.0
2012-02-01,53.3,58.3,58.2,53.7,47.0,49.4,58.0,53.6,60.1,44.3,50.4
2012-03-01,53.5,57.0,56.2,55.6,50.0,48.8,53.6,53.8,62.3,42.4,52.0
2012-04-01,55.2,59.2,61.2,56.1,49.5,49.7,58.2,52.4,61.0,43.9,47.6
2012-05-01,53.2,58.2,55.1,54.8,50.5,47.2,52.5,53.7,47.2,44.3,44.2
2012-06-01,49.5,47.3,52.2,55.1,50.8,42.3,47.7,50.0,35.7,47.7,41.2
2012-07-01,49.6,47.8,50.2,51.3,49.6,49.3,47.9,51.3,39.4,48.2,42.1
2012-08-01,49.0,45.1,48.3,50.4,49.0,52.1,46.3,49.0,54.4,48.3,41.9
2012-09-01,50.8,52.2,48.8,52.4,50.9,49.6,49.5,50.8,60.0,49.1,46.4
2012-10-01,50.5,51.8,49.8,52.8,48.0,50.1,50.5,48.3,55.5,47.4,42.4
2012-11-01,48.0,47.9,49.2,47.3,47.5,48.1,49.4,48.8,52.1,42.6,42.1
2012-12-01,50.1,48.3,51.1,52.5,51.0,47.5,52.8,51.2,54.0,47.4,47.3
2013-01-01,53.3,54.9,55.1,53.0,53.0,50.4,49.1,49.4,56.9,49.9,45.2
2013-02-01,54.2,58.9,59.0,53.2,50.0,50.1,52.5,53.8,62.2,45.7,53.1
2013-03-01,51.9,52.3,54.3,53.3,51.1,48.8,55.6,54.5,53.7,47.6,49.7
2013-04-01,51.0,53.0,53.8,50.7,51.4,46.2,52.8,53.8,48.5,45.1,51.4
2013-05-01,50.8,52.1,52.9,50.3,50.2,48.7,50.7,53.3,49.9,46.3,48.1
2013-06-01,51.1,52.0,53.7,49.6,51.5,48.9,52.9,55.9,50.7,45.9,45.1
2013-07-01,53.8,56.4,60.2,52.1,52.7,47.6,54.3,57.2,48.4,46.6,45.4
2013-08-01,54.0,58.0,58.6,53.5,51.9,47.9,55.3,57.6,52.8,42.4,46.4
2013-09-01,54.6,60.2,57.8,52.8,53.1,49.0,51.9,53.2,57.4,44.0,50.1
2013-10-01,54.6,57.4,57.4,53.2,52.7,52.4,56.3,54.0,55.0,46.7,51.2
2013-11-01,55.5,59.5,58.9,54.4,50.8,53.9,58.4,54.5,51.7,46.4,54.1
2013-12-01,56.5,63.9,61.4,53.0,52.1,52.2,55.2,56.0,51.7,46.4,51.0
2014-01-01,52.5,54.6,55.7,53.3,55.0,43.9,55.3,52.6,60.3,43.3,46.6
2014-02-01,55.0,58.6,53.9,54.6,57.0,50.7,52.7,53.1,59.8,47.0,50.5
2014-03-01,55.9,58.8,58.3,54.0,55.8,52.6,55.1,55.2,59.0,42.3,57.0
2014-04-01,56.6,57.3,57.9,57.5,56.9,53.2,57.5,58.4,55.9,42.8,54.0
2014-05-01,55.7,57.9,59.4,55.1,53.0,53.0,57.3,53.3,58.7,46.3,51.5
2014-06-01,55.0,56.8,59.7,53.4,53.0,52.3,54.5,56.3,57.0,47.8,46.0
2014-07-01,55.1,57.4,58.7,55.1,54.5,49.8,52.3,51.3,60.1,43.0,49.5
2014-08-01,56.3,60.1,60.1,56.9,53.7,50.9,56.3,56.5,56.9,50.0,53.6
2014-09-01,55.7,58.9,62.0,54.1,52.6,51.1,53.5,53.4,58.7,44.3,46.8
2014-10-01,56.2,59.8,60.7,53.8,54.0,52.7,52.0,53.8,52.7,47.1,52.5
2014-11-01,56.3,61.6,60.2,53.7,53.7,52.2,54.5,57.1,44.4,50.9,53.7
2014-12-01,55.7,58.2,58.7,57.2,56.0,48.5,51.9,55.3,37.8,45.8,52.0
2015-01-01,53.9,54.3,55.9,55.0,54.0,50.2,50.3,55.3,35.1,42.5,45.8
2015-02-01,53.0,53.9,55.0,51.8,54.5,49.8,48.9,53.1,35.2,47.1,50.1
2015-03-01,52.1,52.6,55.0,51.0,51.7,50.2,47.3,51.4,40.1,46.5,47.4
2015-04-01,51.9,52.8,55.7,50.4,51.1,49.7,51.0,52.8,41.6,44.1,48.2
2015-05-01,52.9,53.3,54.6,52.9,51.9,51.6,50.1,54.5,49.0,44.1,52.9
2015-06-01,52.5,54.4,53.2,53.5,49.0,52.4,48.8,53.5,49.7,49.7,45.2
2015-07-01,52.0,52.9,53.9,51.9,50.6,50.6,48.2,51.8,45.1,43.3,43.6
2015-08-01,50.2,51.5,52.6,48.9,49.9,47.9,47.2,52.2,38.8,53.5,46.6
2015-09-01,50.1,50.4,51.5,49.8,50.1,48.7,45.7,50.2,37.6,54.1,40.7
2015-10-01,49.1,52.1,51.9,45.6,49.5,46.5,49.1,48.8,39.8,51.6,44.4
2015-11-01,49.1,50.1,50.2,51.2,48.4,45.7,46.9,49.4,35.7,50.8,43.3
2015-12-01,48.7,49.0,49.8,46.8,49.2,48.8,51.2,46.0,33.9,49.4,41.7
2016-01-01,47.6,49.9,49.0,44.5,50.4,44.4,46.7,51.4,33.9,50.4,42.6
2016-02-01,49.2,52.1,51.9,47.5,49.6,44.7,46.4,48.6,38.3,46.9,48.3
2016-03-01,51.0,54.7,54.8,47.1,51.5,46.9,51.8,48.8,52.1,50.3,50.6
2016-04-01,51.3,55.8,53.8,50.3,50.9,45.5,53.7,50.0,57.9,46.8,49.7
2016-05-01,51.4,55.1,53.9,49.1,53.7,44.9,52.2,49.0,61.4,49.1,46.3
2016-06-01,52.2,56.3,54.2,48.7,53.7,48.0,54.4,51.1,59.8,51.2,52.7
2016-07-01,52.7,55.9,54.6,49.5,52.8,50.7,52.8,52.2,54.9,51.4,48.5
2016-08-01,49.8,51.2,50.1,47.8,51.3,48.4,51.9,46.8,53.6,49.1,47.4
2016-09-01,51.1,53.4,53.3,49.1,50.3,49.3,52.1,49.4,53.1,52.5,48.6
2016-10-01,51.8,54.2,53.9,51.2,51.7,48.2,51.5,51.6,54.8,49.8,45.8
2016-11-01,53.2,55.5,55.0,51.6,54.0,50.0,51.8,50.5,53.5,49.4,48.7
2016-12-01,54.4,59.0,58.7,53.3,52.5,48.5,56.2,49.8,64.2,49.6,48.6
2017-01-01,55.7,59.8,60.8,55.2,53.6,49.3,55.2,49.2,67.9,47.7,48.6
2017-02-01,57.7,64.5,62.8,54.5,55.9,50.9,55.0,55.1,66.9,48.4,57.1
2017-03-01,56.5,61.7,58.1,57.8,56.3,48.5,59.4,53.5,68.8,48.6,57.5
2017-04-01,55.8,57.4,59.4,54.3,56.3,51.4,58.9,54.9,68.3,46.6,56.9
2017-05-01,56.4,61.5,59.0,54.0,55.0,52.4,57.8,52.3,59.5,49.1,54.0
2017-06-01,56.2,60.4,60.3,55.9,55.5,48.8,58.2,53.5,53.0,49.9,56.5
2017-07-01,56.5,60.9,60.3,55.6,56.4,49.6,57.2,56.4,61.7,48.0,54.3
2017-08-01,58.4,60.7,60.3,59.6,57.0,54.5,56.1,54.3,61.7,42.3,56.5
2017-09-01,60.0,64.8,60.2,58.5,64.1,52.2,56.2,53.8,71.5,43.0,56.9
2017-10-01,58.6,63.7,62.0,59.4,60.1,47.8,55.1,54.3,68.1,43.5,53.9
2017-11-01,57.6,63.2,63.1,58.4,55.3,48.2,56.3,54.3,64.8,45.1,54.3
2017-12-01,59.7,66.8,65.9,58.4,56.3,50.9,57.6,56.5,68.3,42.9,54.9
2018-01-01,59.4,66.5,64.3,54.8,59.2,52.4,59.8,58.4,72.7,45.6,56.2
2018-02-01,60.9,64.9,63.1,59.7,61.4,55.2,62.8,60.5,74.2,43.7,59.8
2018-03-01,58.8,61.6,60.6,55.9,61.4,54.6,58.7,59.7,78.1,42.0,59.8
2018-04-01,58.6,62.7,60.3,55.9,61.3,52.6,57.7,57.8,79.3,44.3,62.0
2018-05-01,59.0,62.7,61.9,57.4,62.8,50.4,55.6,54.1,79.5,39.6,63.5
2018-06-01,59.9,64.6,60.6,55.6,68.2,50.8,56.3,59.0,76.8,39.7,60.1
2018-07-01,58.1,58.9,59.3,56.2,62.4,53.6,55.3,54.7,73.2,39.4,54.7
2018-08-01,60.5,63.8,62.0,58.4,64.1,54.1,55.2,53.9,72.1,41.0,57.5
2018-09-01,59.3,61.1,62.0,58.6,61.9,52.9,56.0,54.5,66.9,40.5,55.7
2018-10-01,58.1,59.1,60.8,56.1,63.9,50.6,52.2,54.3,71.6,43.3,55.8
2018-11-01,58.6,60.9,59.5,57.5,61.0,54.2,52.2,53.6,60.7,41.5,56.4
2018-12-01,54.9,52.5,55.6,56.4,56.6,53.5,52.8,52.7,54.9,41.7,50.0
2019-01-01,55.7,57.0,57.9,55.3,55.5,53.0,51.8,53.8,49.6,42.8,50.3
2019-02-01,54.4,55.9,55.8,52.8,55.3,52.0,52.8,55.3,49.4,39.0,52.3
2019-03-01,54.9,56.6,56.0,56.3,54.9,51.0,51.7,51.1,54.3,42.7,50.4
2019-04-01,53.6,53.5,53.8,53.1,54.8,52.5,49.5,49.8,50.0,42.6,53.9
2019-05-01,52.6,52.5,52.3,54.5,52.5,51.2,51.0,49.4,53.2,43.7,47.2
2019-06-01,51.5,50.7,52.5,53.8,51.2,49.3,50.5,50.0,47.9,44.6,47.4
2019-07-01,51.0,50.5,50.5,50.9,53.5,49.8,48.1,47.0,45.1,45.7,43.1
2019-08-01,48.5,46.4,47.7,48.1,51.6,48.6,43.3,46.0,46.0,44.9,46.3
2019-09-01,48.1,47.5,48.3,46.6,51.3,46.6,41.0,48.1,49.7,45.5,45.1
2019-10-01,48.1,48.1,46.2,47.2,50.1,48.8,50.4,45.3,45.5,47.8,44.1
2019-11-01,48.1,47.8,48.1,46.5,51.7,46.6,47.9,48.3,46.7,45.0,43.0
2019-12-01,47.9,47.6,45.5,45.4,52.2,48.6,47.3,48.8,51.7,41.1,43.3
2020-01-01,51.4,53.6,54.8,46.3,53.0,49.1,53.3,51.3,53.3,43.8,45.7
2020-02-01,50.1,50.8,50.1,46.3,57.3,45.8,51.2,42.6,45.9,41.8,50.3
2020-03-01,49.0,42.4,48.3,42.7,65.0,46.8,46.6,42.1,37.4,43.4,45.9
2020-04-01,41.8,27.3,27.4,28.0,76.0,50.4,35.3,42.7,35.3,48.8,37.8
2020-05-01,43.5,32.3,34.2,33.3,68.1,49.8,39.5,41.3,40.8,46.2,38.2
2020-06-01,52.6,57.1,56.5,42.0,57.0,50.4,47.6,48.8,51.3,44.6,45.3
2020-07-01,53.8,60.9,61.1,43.7,55.9,47.4,50.4,53.1,53.2,41.6,51.8
2020-08-01,55.4,64.4,62.3,47.3,58.2,44.9,53.3,55.6,59.5,38.1,54.6
2020-09-01,55.5,59.9,61.5,50.2,59.0,47.1,54.3,54.0,62.8,37.9,55.2
2020-10-01,58.7,66.6,62.8,52.2,60.5,51.3,55.7,58.1,65.5,36.7,55.7
2020-11-01,57.3,64.8,60.7,48.6,61.7,50.9,57.8,55.1,65.4,36.3,56.9
2020-12-01,60.2,67.2,64.2,51.3,67.7,50.7,57.5,54.6,77.6,37.9,59.1
2021-01-01,59.2,64.6,61.7,51.1,68.2,50.4,54.9,56.8,82.1,33.1,59.7
2021-02-01,60.4,64.8,62.3,52.8,72.0,50.3,57.2,56.1,86.0,32.5,64.0
2021-03-01,63.8,66.8,66.5,57.8,76.7,50.9,54.5,56.7,85.6,29.9,67.5
2021-04-01,60.8,65.0,63.0,53.5,75.0,47.4,54.9,52.2,89.6,28.4,68.2
2021-05-01,61.6,67.0,60.3,50.7,78.8,51.1,55.4,54.0,88.0,28.0,70.6
2021-06-01,61.3,66.9,60.8,52.8,75.1,51.0,56.2,61.0,92.1,30.8,64.5
2021-07-01,60.2,65.8,60.3,53.9,72.5,48.5,55.7,53.7,85.7,25.0,65.0
2021-08-01,59.8,64.3,60.4,50.1,69.6,54.6,56.6,54.3,79.4,30.2,68.2
2021-09-01,60.8,64.6,58.8,51.5,73.4,55.4,53.4,54.9,81.2,31.7,64.8
